アドバンス,千歳烏山駅西口 徒歩2分,500,80円/10分（税込）,12:00,
松山ビリヤード,下北沢駅南口 徒歩2分,500,100円/10分（税抜）,12:00,
バグース新宿歌舞伎町,新宿駅東口 徒歩10分,500,250円/15分,0:00,ワンドリンク必須
